title,vote_average,vote_count,status,release_date,revenue,runtime,adult,budget,original_language,original_title,overview,tagline,genres,production_companies,production_countries,spoken_languages,keywords,id
Alita: Battle Angel,7.219,8450,Released,2019-01-31,404980543,122,False,170000000,en,Alita: Battle Angel,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.",An angel falls. A warrior rises.,"Action, Science Fiction, Adventure","Troublemaker Studios, Lightstorm Entertainment, 20th Century Fox, TSG Entertainment",United States of America,"English, Spanish","martial arts, bounty hunter, dystopia, extreme sports, superhero, cyberpunk, based on manga, female cyborg, live action remake, floating city, gunnm",48
Allegiant,6.1,6228,Released,2016-03-09,179246868,120,False,110000000,en,Allegiant,Beatrice Prior and Tobias Eaton venture into the world outside of the fence and are taken into protective custody by a mysterious agency known as the Bureau of Genetic Welfare.,Break the boundaries of your world,"Adventure, Science Fiction, Action, Mystery","Mandeville Films, Summit Entertainment, Lionsgate, Red Wagon Entertainment",United States of America,English,"based on novel or book, revolution, dystopia, sequel, based on young adult novel",49
Allied,6.8,4251,Released,2016-11-17,119520023,124,False,85000000,en,Allied,"In 1942, an intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.",The enemy is listening.,"Action, Drama, War, Romance, Thriller","Paramount, GK Films, ImageMovers, Huahua Media","China, United States of America, United Kingdom","Arabic, English, French, German","nazi, resistance, spy, world war ii, past, love, couple, north africa, 1940s, french woman",50
American Beauty,8.0,11260,Released,1999-09-15,356296601,122,False,15000000,en,American Beauty,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",Look closer.,Drama,"Jinks/Cohen Company, DreamWorks Pictures",United States of America,English,"estate agent, adultery, coming out, first time, virgin, cheating, parent child relationship, age difference, midlife crisis, cheerleader, dark comedy, rose, satire, dysfunctional family, suburbia, coming of age, sexual fantasy, dysfunctional marriage, marijuana, loneliness, love affair, exercise, extramarital affair, realtor, quitting a job, voyeur, neighborhood, retired army man, closeted homosexual, singing in a car, gay theme, teenager, camcorder",51
American Gangster,7.577,4933,Released,2007-11-02,266465037,157,False,100000000,en,American Gangster,"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Partly based on a true story.",There are two sides to the American dream,"Drama, Crime","Film Rites, Imagine Entertainment, Universal Pictures, Scott Free Productions, Relativity Media","United Kingdom, United States of America",English,"new york city, vietnam, drug smuggling, society, gangster, drug trafficking, heroin, junkie, ghetto, nightclub, ambition, rise and fall, cop, organized crime, drug dealing, police corruption, wedding, police detective, family, surveillance, bribery, law enforcement, aftercreditsstinger, dishonesty, 1960s, violence",52
American History X,8.352,10729,Released,1998-07-01,23875127,119,False,20000000,en,American History X,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",Some Legacies Must End.,Drama,"New Line Cinema, Savoy Pictures, The Turman-Morrissey Company",United States of America,English,"prison, neo-nazism, rape, skinhead, sibling relationship, swastika, brother, fascism, jail, school, los angeles, california, family, xenophobia, interracial friendship, nazism",53
American Hustle,6.848,6821,Released,2013-12-03,251171807,138,False,40000000,en,American Hustle,"A conman and his seductive partner are forced to work for a wild FBI agent, who pushes them into a world of Jersey power-brokers and the Mafia.",Everyone hustles to survive.,"Drama, Crime","Annapurna Pictures, Atlas Entertainment, Columbia Pictures",United States of America,English,"new jersey, 1970s, fbi, mayor, con artist, mobster, scam, hair, century",54
American Pie,6.567,7125,Released,1999-07-09,235483004,95,False,11000000,en,American Pie,"At a high-school party, four friends find that losing their collective virginity isn't as easy as they had thought. But they still believe that they need to do so before college. To motivate themselves, they enter a pact to all ""score"" by their senior prom.",There's nothing like your first piece.,"Comedy, Romance","Summit Entertainment, Universal Pictures, Newmarket Capital Group, Zide-Perry Productions",United States of America,English,"innocence, graduation, loss of virginity, coming of age, high school student, pie, teen comedy, teenage sexuality, exchange student, sex comedy, voyeurism, virginity, laxative, prom night, teenager",55
American Pie 2,6.218,4553,Released,2001-08-10,287553595,108,False,30000000,en,American Pie 2,"After a year apart - attending different schools, meeting different people - the guys rent a beach house and vow to make this the best summer ever. As it turns out, whether that will happen or not has a lot to do with the girls. Between the wild parties, outrageous revelations and yes, a trip to band camp, they discover that times change and people change, but in the end, it's all about sticking together.",This Summer It's All About Sticking Together.,"Comedy, Romance","Universal Pictures, Liveplanet, Zide-Perry Productions",United States of America,English,"summer, beach house, group of friends, tantra, superglue, sex comedy",56
American Psycho,7.4,9797,Released,2000-04-13,34266564,102,False,7000000,en,American Psycho,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.",I think my mask of sanity is about to slip.,"Thriller, Drama, Crime","Muse Productions, Pressman Film, Lionsgate","Canada, United States of America","English, Spanish, Cantonese","new york city, based on novel or book, businessman, psychopath, grave, dark comedy, satire, wall street, serial killer, chainsaw, big city, psychological thriller, macabre, character study, white collar, harvard business school, voice imitation, shocking, aggressive, insecure, 1980s, american businessman, bloody, ambiguity, horror, callous",57
American Sniper,7.427,12107,Released,2014-12-25,542307423,133,False,58800000,en,American Sniper,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",The most lethal sniper in U.S. history.,"War, Action","RatPac Entertainment, Village Roadshow Pictures, 22 & Indiana Pictures, Malpaso Productions, Warner Bros. Pictures, Mad Chance",United States of America,English,"sniper, based on novel or book, biography, iraq, u.s. navy seal, iraq war, u.s. soldier, u.s. marine, 9/11, pack, guns",58
